Process	PID	Thread	TID	State	Wall duration (ms)	Avg Wall duration (ms)	Occurrences
org.mozilla.firefox	9901	SSL Cert #4	13015	Task Dead	-0.000001	-0.000001	1
org.mozilla.firefox:tab0	12875	ProcessHangMon	12945	Sleeping	-0.000001	-0.000001	1
org.mozilla.firefox:tab0	12875	wifi tickler	13056	Sleeping	-0.000001	-0.000001	1
org.mozilla.firefox:tab0	12875	StreamTrans #1	13057	Task Dead	-0.000001	-0.000001	1
org.mozilla.firefox:tab0	12875	StyleThread#0	13060	Sleeping	-0.000001	-0.000001	1
org.mozilla.firefox	9901	StreamTrans #10	13063	Task Dead	-0.000001	-0.000001	1
org.mozilla.firefox:tab0	12875	StreamTrans #3	13064	Task Dead	-0.000001	-0.000001	1
org.mozilla.firefox:tab0	12875	StreamTrans #4	13065	Task Dead	-0.000001	-0.000001	1
org.mozilla.firefox	9901	pool-8-thread-3	13069	Sleeping	-0.000001	-0.000001	1
org.mozilla.firefox	9901	DefaultExecutor	13073	Task Dead	-0.000001	-0.000001	1
org.mozilla.firefox	9901	StreamTrans #11	13076	Task Dead	-0.000001	-0.000001	1
org.mozilla.firefox:media	13077	Runtime worker	13085	Sleeping	-0.000001	-0.000001	1
org.mozilla.firefox:media	13077	Runtime worker	13087	Sleeping	-0.000001	-0.000001	1
org.mozilla.firefox:media	13077	SharedPreferenc	13098	Task Dead	-0.000001	-0.000001	1
media.codec	672	MtkOmxVdecConve	13104	Sleeping	-0.000001	-0.000001	1
org.mozilla.firefox	9901	StreamTrans #11	13107	Task Dead	-0.000001	-0.000001	1
org.mozilla.firefox:media	13077	HWC release	13109	Sleeping	-0.000001	-0.000001	1
org.mozilla.firefox	9901	StreamTrans #11	13110	Task Dead	-0.000001	-0.000001	1
org.mozilla.firefox:media	13077	GPU completion	13111	Sleeping	-0.000001	-0.000001	1
org.mozilla.firefox	9901	StreamTrans #11	13113	Task Dead	-0.000001	-0.000001	1
org.mozilla.firefox	9901	StreamTrans #11	13115	Task Dead	-0.000001	-0.000001	1
org.mozilla.firefox	9901	Thread-25	13117	Sleeping	-0.000001	-0.000001	1
org.mozilla.firefox	9901	StreamTrans #11	13118	Task Dead	-0.000001	-0.000001	1
org.mozilla.firefox	9901	StreamTrans #11	13119	Task Dead	-0.000001	-0.000001	1
org.mozilla.firefox	9901	StreamTrans #11	13120	Task Dead	-0.000001	-0.000001	1
org.mozilla.firefox	9901	StreamTrans #12	13124	Task Dead	-0.000001	-0.000001	1
org.mozilla.firefox	9901	StreamTrans #12	13125	Task Dead	-0.000001	-0.000001	1
org.mozilla.firefox	9901	StreamTrans #12	13129	Task Dead	-0.000001	-0.000001	1
org.mozilla.firefox	9901	StreamTrans #12	13130	Task Dead	-0.000001	-0.000001	1
org.mozilla.firefox	9901	StreamTrans #12	13131	Task Dead	-0.000001	-0.000001	1
org.mozilla.firefox	9901	StreamTrans #12	13134	Task Dead	-0.000001	-0.000001	1
